user_id,session_id,timestamp,step,action_type,reference,platform,city,device,current_filters,impressions,prices
WPG5NMB2ZAML,524b4f894f081,1541188825,180,interaction item image,40879,US,"Singapore, Singapore",desktop,,,
5TR2MDZPGMNS,135e92c27c0d7,1541401059,24,interaction item image,2186044,RO,"Bucharest, Romania",desktop,,,
HRZUVD4PFRET,6d8d71c75557d,1541090943,85,interaction item image,350946,RU,"St Petersburg, Russia",mobile,,,
TLCF1LXDW8M9,6419aef627165,1541096956,5,filter selection,Sort by Price,IE,"Palma, Spain",desktop,Sort by Price,,
7CB5UJCC3CQX,1b8f0ea310e00,1541103051,133,interaction item image,6643346,US,"Waikiki, USA",desktop,,,
AH5FHM51IDJ6,f40dfb4e22a42,1541288756,2,clickout item,98516,BR,"Salvador Bahia, Brazil",mobile,,98516|109358|96052|2519958|755686|109363|2634014|104794|104498|1241524|2145104|3206168|5806894|1741607|2432711|1499703|106416|5076002|2758664|150322|3132935|157486|894173|478371|104885,72|54|58|48|51|53|77|81|71|48|43|53|141|40|41|41|47|41|130|56|42|45|40|57|43
F8PN4P0ZBO98,cd8593d387c9a,1541176148,55,interaction item image,372011,PE,"Estero, USA",desktop,,,
FRYK8WZI6DC2,073888dd72537,1541062987,24,filter selection,Breakfast Included,NZ,"Auckland, New Zealand",mobile,Motel,,
BPG0XWQCN6VB,fac615814a8aa,1541271295,85,interaction item image,48487,FR,"Bordeaux, France",mobile,,,
KQYKVK4I3AOU,9b1e30504296b,1541491128,93,interaction item image,41946,NO,"Oslo, Norway",desktop,,,
ROCWCGFNDD71,221e87270f81a,1541514281,9,interaction item image,913839,BR,"Armação dos Búzios, Brazil",mobile,,,
I9A0EW44IV92,a839cc0c56d36,1541254673,82,interaction item image,1355688,US,"Hollywood, USA",desktop,,,
JF9JH4T663SA,c41b362e8a1eb,1541261721,135,interaction item image,2190096,DE,"Mogán, Spain",desktop,,,
DMG3EW1PHKC2,0a20beb0cb998,1541210359,50,interaction item image,116177,US,"San Juan, Puerto Rico",desktop,,,
9931ISP7HJ3P,dd5337065c665,1541435143,67,interaction item image,148894,UK,"Krakow, Poland",desktop,,,
AAI8T6VB0240,25a3506a5d055,1541431933,24,interaction item image,10585890,MY,"Malacca, Malaysia",mobile,,,
14FO27ZK288M,ff04af81068aa,1541460662,2,interaction item image,2032275,MX,"Villahermosa, Mexico",mobile,,,
2S0C90DHHZON,89867a3982dfd,1541418841,65,interaction item image,101479,UK,"San Francisco, USA",desktop,,,
RG1TIN8DNP42,4a279efcc880c,1541356316,50,interaction item image,1945299,RU,"Göreme, Turkey",mobile,,,
0AHJFCLKULY2,9b6100fbbaa2c,1541283761,5,clickout item,2049931,DE,"New York, USA",desktop,4 Star|Excellent Rating|Free WiFi (Combined)|Air Conditioning|Best Value,1352626|2835834|1436082|2049931|1364388|3240336|8757|2298566|8749|8628|8771|8837|8801|63865|8813|3183538|8783|8788|8750|1646483|3761578|8812|2705840|8650|2606700,314|391|418|228|237|308|277|225|282|312|324|386|253|313|352|295|396|272|325|379|523|317|332|261|321
AR9N65448MFE,808d8e48a648d,1541365243,31,interaction item image,1194224,BR,"Foz do Iguaçu, Brazil",mobile,,,
CE6OH502RT2R,6302ec240052b,1541392997,8,interaction item image,470726,MY,"Bangkok, Thailand",desktop,,,
IYSBJQFB6LBD,aa02cbd478050,1541251882,281,interaction item image,9720006,BR,"Olímpia, Brazil",mobile,,,
I6F7MPPAWYH0,e1106fc7c1505,1541534768,98,interaction item image,34559,MX,"Mazatlán, Mexico",mobile,,,
25AW2LLT84CV,a663465077f2c,1541512693,29,interaction item rating,6016004,BR,"Natal, Brazil",mobile,,,
9KWRXFDGDKNV,66e97b87053f0,1541389067,664,search for poi,Praia de Copacabana,BR,"Rio de Janeiro, Brazil",mobile,,,
Y16F806SNG1H,c9f2fb0321e7e,1541258280,2,clickout item,2810920,MX,"Campeche, Mexico",desktop,,2250846|42666|1362945|1772533|35174|3899488|3973730|935305|509436|4772270|5761894|2520416|3188410|4927152|2024743|8511600|2810920|8423768|3367063|2025053|3197196|1001663|2782884|9252768|6473354,61|187|50|186|63|24|23|34|41|26|74|31|31|28|26|13|19|24|13|17|17|28|24|45|21
XYAV43I4MO9U,74d2d4464b240,1541347572,38,interaction item image,1586033,JP,"Hakone, Japan",desktop,,,
Z15PFQ3DSXK8,c036d5ad2c6da,1541530981,2,clickout item,1707259,CO,"Cartagena, Colombia",desktop,,1473359|1474495|477756|2155534|1671571|1716875|2722816|1002137|1002169|2627524|2288402|5211750|1714585|2284192|1002151|4057150|2087044|3385170|2899392|8683568|2554670|1707259|477796|6830348|1775025,38|74|32|72|109|48|145|249|34|44|47|66|59|107|57|33|51|30|46|124|146|27|59|56|40
8CR9CXIRUWFI,c27b0d984cbb8,1541094325,16,interaction item image,3444620,RU,"Weligama, Sri Lanka",desktop,,,
6Q3792VE2WPF,2bfdb80b6b8bd,1541118643,35,interaction item image,42891,MX,"Zacatecas, Mexico",mobile,,,
24594K40KK5Q,c5da25817f63f,1541114746,134,interaction item image,1404786,BR,"El Calafate, Argentina",desktop,,,
4LBNLVK54CFS,da238c1dc673e,1541508405,8,clickout item,326716,BR,"Rio de Janeiro, Brazil",desktop,Sort by Price,3929682|3906572|5122928|5612142|4595526|1057862|2614612|1671277|118472|655686|326716|3189946|9675008|1204548|2837700|4765510|6678702|3195928|2785298|7355914|2005383|104800|3225388|2289804|4019184,25|26|26|26|26|26|27|27|28|28|28|28|28|28|28|29|29|29|29|29|30|30|30|30|30
LH2N8OX20YRY,b122a7717bed3,1541460046,1,search for destination,"Otaki, New Zealand",NZ,"Otaki, New Zealand",desktop,,,
KNEJS1L6EP7P,c17d43fadf664,1541054792,24,interaction item image,13673,FI,"Prague, Czech Republic",mobile,,,
NALG2TCHLA2D,02ddd3b617dbc,1541399651,6,clickout item,35745,AT,"Vienna, Austria",mobile,,35745|4494488|35641|35747|401481|3050948|6420644|25856|25859|35579|154069|41815|35603|35732|2703116|6877032|14792|238226|5070202|41826|789831|2556439|35541|4909748|35733,584|689|558|683|426|746|845|672|576|603|558|397|619|657|423|570|726|496|966|353|908|918|967|799|657
FE4DVAA8W5F5,0d14af56a62f7,1541444223,92,interaction item image,923155,RU,"Budapest, Hungary",mobile,,,
4H319N8N9ESZ,05ababd47ec2d,1541378693,13,clickout item,1375170,BR,"Cabo Frio, Brazil",mobile,,1353078|1668651|5059550|9135814|1204400|2028855|2505176|2316852|2184962|2031683|1375170|5093438|6630838|2038527|4521384|954425|2504384|2024057|2814139|6713954|2811956|8412388|2604226|2033919|2026047,92|106|195|178|92|112|96|87|79|114|85|101|261|77|68|85|59|119|101|210|101|190|194|139|107
0H73OEP6Z71O,608121369a9fb,1541041514,88,interaction item image,5658030,MX,"Cancun, Mexico",mobile,,,
B0XUUXUTQC25,9da78f2cabaff,1541544669,19,interaction item image,2351510,BR,"Tamandaré, Brazil",mobile,,,
QA3NR1VFM11W,a26c3de74f2f0,1541092806,5,interaction item image,87375,MX,"Havana, Cuba",desktop,,,
W2RRRIYR05J3,ed641e096fc22,1541343234,2,interaction item image,13826,BE,"Los Angeles, USA",mobile,,,
QG1AJ49VKH6S,5468e08dc9f67,1541144294,44,interaction item image,20323,IT,"Milan, Italy",mobile,,,
3CWV3Y98XCU9,15d227ab93e2c,1541278809,9,interaction item image,8317934,BR,"Maragogi, Brazil",desktop,,,
EH39UK7XV2FL,06eecc96ec501,1541077808,4,clickout item,1063032,JP,"Urayasu, Japan",mobile,,2419686|2269108|347081|5021334|1321068|103595|9857032|2439154|1063032|3143731|8486208|1310796|103633|4775550|1299003|10685106|347086|4488068|2121758|4492588|8250518|1308032|103631|5477452|158721,140|492|638|159|149|256|262|132|117|262|132|162|122|148|85|30|862|124|193|132|136|116|162|282|455
2P7352NAQ7B4,8d05ff8d670ce,1541206541,73,interaction item image,109360,BR,"Salvador Bahia, Brazil",mobile,,,
1TES8ZJN79QJ,4d19d4eb55626,1541362039,24,interaction item image,2894788,BR,"Urubici, Brazil",mobile,,,
IQMRYTN577YY,1d863bab55e7b,1541495656,53,interaction item image,8213,US,"Miami, USA",desktop,,,
B52EYE8G6JYN,aa67fe8dd3181,1541410164,127,interaction item image,149278,UK,"Málaga, Spain",desktop,,,
GCMAL9M6NDE2,d8faed0d511a6,1541097760,39,interaction item image,40017,ES,"Granada, Spain",desktop,,,
KK50DMEJH71H,31adb11132b9d,1541359072,34,interaction item image,2781843,TH,"Chiang Rai, Thailand",desktop,,,
EP0BLXZ7M896,1023d5b37f327,1541155552,106,interaction item image,2755056,TW,"Taipei City, Taiwan",desktop,,,
Z5LLLOJYS8IV,df6855f3e9bce,1541520019,28,interaction item image,77128,US,"Newport Beach, USA",mobile,,,
1A3D7RU8853V,3f2fe57f18f2c,1541032807,61,search for item,2179366,BR,"Maceió, Brazil",desktop,,,
DT7TQPKDVAO9,72434821be967,1541189671,8,interaction item image,5854098,NL,"Eindhoven, Netherlands",mobile,,,
30TO75RW4257,5e26957b39603,1541061834,4,clickout item,14787,DE,"Vienna, Austria",mobile,Jacuzzi (Hotel)|Focus on Distance|Free WiFi (Combined)|Car Park,32799|35573|35717|14787|2280068|35580|15042|2653145|2283092|35582|35745|25856|14792|14788|35650|41808|2256904|3998540|1592237|35588|35585|6877032|35587|35555|35617,875|219|156|186|540|215|195|369|438|132|237|250|222|164|250|168|440|142|635|350|465|164|236|179|176
VHX2KG99F16I,3e7df914c1f38,1541436967,4,clickout item,3155486,TW,"Xiamen, China",mobile,,2953242|3155486|5478748|3072692|2956122|6370258|2964362|7154622|2920704|2953240|7383814|2954104|2968390|2956816|2906292|6379400|2968830|3096202|2967390|2954012|2957660|6477506|3018374|2920258|2978742,86|82|225|80|87|54|102|97|102|68|67|90|90|97|81|61|111|134|38|86|112|111|104|108|54
7B018N20DA98,b7bcf9d412b4a,1541455102,1,search for destination,"Copenhagen, Denmark",IE,"Copenhagen, Denmark",desktop,,,
HEWJUQPV08D7,6db825f42c353,1541538772,48,interaction item image,16444,BE,"Colmar, France",mobile,,,
B32TAZX8746C,4a885ec7fa93b,1541301282,16,interaction item image,1796931,MX,"San Miguel de Allende, Mexico",mobile,,,
GNMM0IMLYOEK,4cd4da5827e31,1541226018,130,clickout item,2573402,RU,"Novosibirsk, Russia",mobile,,5018000|2682796|2556958|3148728|1091222|9266006|2573402|3787990|2633150|3385854|5216856|4030922|1180380|4956744|1035572|3135761|1088172|7135490|1369527|3449254|1369589|6810276|3189034|4038656|1771665,74|45|35|22|40|22|56|42|33|19|65|25|41|21|21|116|35|22|46|29|41|45|29|26|50
NX200926BH4M,14d47d49b86da,1541140115,86,clickout item,2164520,JP,"Osaka, Japan",mobile,Hotel|Resort|Sort by Price,1523963|6831548|6437556|1955263|1722763|8122378|3184776|5773656|8779948|7872734|2164520|1358631|1580437|9176884|103682|5728162|1222802|9163094|8936478|8123198|6677130|2628012|2248630|5167086|7153994,82|82|83|84|84|85|86|86|86|87|87|89|89|90|90|90|90|91|91|92|92|92|93|93|93
82JK919TOFX3,a037d0c5849c9,1541485213,1,interaction item image,3808990,NZ,"Hahei, New Zealand",desktop,,,
SP5XYY6J28CZ,c8a5f93aeaa94,1541546281,2,clickout item,104606,BR,"São Paulo, Brazil",desktop,,104606|104986|5816566|104803|104774|104813|104670|104699|104641|104580|104513|104574|104814|104912|655726|1076986|104607|323946|478966|104611|104777|104515|104531|8740576|722221,320|119|481|185|100|305|409|115|253|122|92|71|84|86|89|63|109|67|92|126|119|82|71|37|58
28PAWC5IG5JB,4b83656ab27bf,1541273574,65,interaction item rating,79296,US,"San Antonio, USA",desktop,,,
58YVEUS73T6Y,8feb0d11a9a08,1541197184,40,interaction item image,2857939,BR,"São Sebastião, Brazil",mobile,,,
OHNFTS77LIRL,dadd05d159239,1541529371,49,filter selection,Good Rating,IN,"Kovalam, India",mobile,Good Rating,,
QUJO1BFAMZ8K,d8bac89c39a4c,1541445702,262,interaction item image,6003096,NL,"Antwerp, Belgium",desktop,,,
FRISF6P6PRJQ,94de92dc8730c,1541045237,1,search for poi,Okayama Station,JP,"Okayama, Japan",desktop,,,
8GFQ72AEC3UC,b76c7206f9c48,1541100749,8,clickout item,40621,DE,"Torrevieja, Spain",mobile,,40621|87100|87249|91741|87253|87245|1967821|2252934|107520|1962943|1017364|87254|87246|5527392|1627729|7868578|87094|1298265|7143200|685871|4013318|87259|2291042|87260,79|72|50|110|54|50|77|73|33|50|60|45|40|32|43|49|54|67|45|44|54|50|32|42
UNF55YVF9F93,8594fb6192581,1541350857,26,interaction item image,1105782,DE,"Bangkok, Thailand",desktop,,,
H5E5QF1HHH2Q,3da5e00e6e72b,1541151362,31,interaction item image,82334,DE,"Paris, France",desktop,,,
ZAUNXSMII4U9,c5ffd49626eb6,1541521613,97,interaction item image,18422,UK,"London, United Kingdom",mobile,,,
B6DRYI3KD9QT,d2622ef07735e,1541216249,21,interaction item image,2878852,BR,"Gravatal, Brazil",desktop,,,
5R0PECU4NAQ4,1c05106758733,1541349292,29,interaction item image,2630138,DE,"Singapore, Singapore",desktop,,,
VKS6W7O0WYKE,478ef6b468e03,1541412682,168,interaction item image,1412080,NZ,"Denpasar, Indonesia",tablet,,,
X9BWECNCHV2X,adfba4fcfa8ec,1541382859,326,interaction item image,2757823,SE,"Tivat, Montenegro",mobile,,,
8JAGQAKDG5WS,85a90d1007c8e,1541231355,1,interaction item rating,370016,JP,"Akita, Japan",desktop,,,
HLPNH4F0HMGG,e8fa65504ee45,1541280789,58,interaction item image,1509855,TR,"Akçakoca, Turkey",mobile,,,
PXRVDPRJ4P2P,a76518eb2dfa4,1541438541,3,interaction item image,119349,BE,"Ostend, Belgium",tablet,,,
9ET0D039UM18,a7481a3eed6b7,1541269435,44,interaction item image,2165594,MY,"Genting Highlands, Malaysia",mobile,,,
9PA65H55MYJV,c21b395927b06,1541462837,56,interaction item image,153084,EC,"Miami, USA",desktop,,,
AU8MFOWGZ9SA,e60453520df1f,1541537634,31,interaction item image,10380200,MX,"Cancun, Mexico",desktop,,,
FUV25QEVKJQ3,13f21d0acb3db,1541283413,40,interaction item image,96257,UK,"Playa Blanca, Spain",mobile,,,
F1AEKZZE76RY,7960e509f67a5,1541450385,1,clickout item,1258320,AT,"Kaltern am See, Italy",desktop,,1258320|1047834|123425|124967|5436632|1824635|960767|2304414|4851852|725921|8232284|1149265|22949|1693557|754721|1111500|7302282|2095988|82900|9485242|22951|960779|22947|22953|138929,117|138|100|100|242|178|84|118|69|326|100|123|164|90|110|132|144|70|170|70|206|76|212|179|130
AUGI78ITD810,a4907a160078a,1541525352,89,interaction item image,52065,DE,"Freiburg, Germany",desktop,,,
N25TZF189RU7,0536d7d4467dd,1541471917,2,clickout item,997439,US,"Avalon, USA",mobile,,997425|997439|377446|373301|997443|1064660|241526|6322588|2789538|997437|1347004,158|84|229|157|122|323|140|122|132|167|162
D4NIZ3O4R11E,24e6068781619,1541223968,1,search for item,7367820,TW,"Taipei City, Taiwan",desktop,,,
FV81AC1SZY1J,b208f98b9d108,1541543302,22,interaction item image,45316,IT,"Ferrara, Italy",mobile,,,
NL4V5N8K3XD7,c8a673448b4f9,1541546320,25,interaction item image,45175,IT,"Vibo Valentia, Italy",mobile,,,
710HG2UBY2Z6,79e4ab2f33ef8,1541468627,15,interaction item image,820086,US,"Monterey, USA",desktop,,,
9P3S9TBZMM7H,3f56c523a4581,1541511675,5,interaction item rating,5840444,MY,"Ipoh, Malaysia",mobile,,,
PIH7AM6MKS1H,cff0720d10a4d,1541157802,11,change of sort order,price and recommended,KR,"Hong Kong, Hong Kong",mobile,,,
RE7JBHA1UH8T,ca4316ce692df,1541364529,75,interaction item image,2219990,US,"Venice, Italy",tablet,,,
0NW7IJ6DRWFC,4106ef1c36d89,1541450766,99,interaction item image,148364,IE,"Estepona, Spain",mobile,,,
J5HAXZ6MASNL,9b1ae8f3e85bb,1541352320,18,interaction item image,506186,CL,"La Serena, Chile",mobile,,,
O4C6K3VF9350,cdea27853122c,1541346004,6,filter selection,Sort by Price,FI,"Helsinki, Finland",tablet,Sort by Price,,
CWCP4I0ZQ1A4,876d96a002de7,1541178892,113,interaction item image,186631,MY,"Hat Yai, Thailand",mobile,,,
5QEBBGE2U8Q0,33def20d0b930,1541220272,100,interaction item image,2508596,CA,"Panglao, Philippines",desktop,,,
C679X242IMHF,ed342695c33f2,1541255639,26,interaction item image,11546,DE,"Nice, France",tablet,,,
8SARZ116D1HX,6800fc06c5821,1541452154,9,change of sort order,interaction sort button,DE,"Cologne, Germany",desktop,,,
EXYDQ9X7DCGB,194ec831f91c8,1541072763,109,interaction item image,2289764,TR,"Ayvalık, Turkey",mobile,,,
VAP03298538Q,fe2ce621e9ff7,1541508048,139,interaction item image,93181,NO,"Warsaw, Poland",desktop,,,
SJ7H2ONYI23N,4cf689d34f651,1541467309,46,interaction item image,95794,BR,"Rio de Janeiro, Brazil",mobile,,,
CMQF12N4VD1U,585ec9cf8b28d,1541458006,170,interaction item image,1445317,UK,"Patong Beach, Thailand",mobile,,,
OZE544ZF4DQL,f7394b5a21d4b,1541177205,67,interaction item image,921985,IN,"Dubai, United Arab Emirates",mobile,,,
K5O0LT6W9UP7,300ce25823b60,1541365715,404,interaction item image,60865,UY,"Orlando, USA",tablet,,,
P2K4J64FF6ZZ,1b9b7fb82e345,1541306966,4,filter selection,Best Value,MX,"Guanajuato, Mexico",mobile,Best Value,,
V7S4YSRYDW29,8c9f6347bd4f4,1541334267,5,interaction item image,1034032,AU,"Paihia, New Zealand",desktop,,,
KYJ9IT3BU0XY,36cacbf1453fe,1541115884,106,interaction item image,2776330,MY,"Port Dickson, Malaysia",mobile,,,
8MPLZSDVNZSS,628eadd713382,1541166141,16,interaction item image,8807772,IN,"Udhagamandalam, India",desktop,,,
BJY39DAG8HED,e2c8dc2d5a517,1541449794,64,interaction item image,4780328,PL,"Poronin, Poland",mobile,,,
S4XJKKBHVMAP,d65ba5e1c5ee6,1541098886,4,interaction item image,649151,RS,"Amalfi, Italy",mobile,,,
9ZEJGLTGGKH8,55f409b926287,1541238872,23,interaction item image,5847150,ES,"Madrid, Spain",mobile,,,
DZ2BVCVEQD9L,d26814a3d450e,1541059395,75,interaction item image,127172,UK,"Nairn, United Kingdom",desktop,,,
91DHQ7GNE9GV,b64287eef70ed,1541087613,104,interaction item image,4384792,BR,"Trancoso, Brazil",desktop,,,
C4VF1G85QR13,5cc4dbd64cff8,1541469491,67,interaction item image,1887765,HK,"Seoul, South Korea",desktop,,,
3X3CJQNWUJ15,56cc0f874269e,1541411761,5,clickout item,8750982,TW,"Daxi Township, Taiwan",mobile,,5070976|9026336|695001|9514824|2556056|8750982|1985923|9445732|3834866|6392394|1781065|819211|6816288|1747001|3050642|105680|105679|5137458|4118568|4066018|6482488|496461|5140278|1941893|5967412,198|38|53|63|37|29|130|48|54|31|151|79|109|26|28|61|67|46|34|53|72|69|53|196|48
NJWMDY20O0SJ,b8ab10026d001,1541115612,16,interaction item image,2359608,CO,"Villavicencio, Colombia",mobile,,,
SREK6ZL2ZK6U,d7d00d47f63cd,1541173311,65,interaction item image,7104810,TW,"Singapore, Singapore",mobile,,,
PI79A4KZCEKC,905c92f5ff3d8,1541447020,109,interaction item image,101463,MX,"San Francisco, USA",desktop,,,
T5HPPX33MME9,637812a3215d6,1541274949,57,interaction item image,86446,BE,"Liège, Belgium",mobile,,,
ELCHRZN6EPEE,ab54be5088825,1541281047,378,interaction item image,42894,MX,"Acapulco, Mexico",mobile,,,
OPA2K627N9M2,e3626cd456ee6,1541095105,45,interaction item image,3178350,BR,"Ilhabela, Brazil",desktop,,,
FFP77OW2ON70,9c77bbfa51e45,1541263752,34,interaction item image,6443256,IN,"Mumbai, India",mobile,,,
7FNB7G7PPCHQ,b84ceab603079,1541061303,43,interaction item image,8568,US,"Las Vegas, USA",mobile,,,
0GSZDH7ZL4OT,5b4b72a6dd0bc,1541535060,186,interaction item image,3971208,MX,"Isla Holbox, Mexico",desktop,,,
0VQTZ1N139SJ,08ada7925edfb,1541504052,75,interaction item image,14926,UK,"Brussels, Belgium",desktop,,,
WX1YKROE92DS,5dc130c8ff63f,1541357951,32,interaction item rating,9885284,UK,"Nagoya, Japan",mobile,,,
GAG2JACCCPDT,0c66c650f0512,1541148710,1,search for destination,"Berlin, Germany",DE,"Berlin, Germany",desktop,,,
2TRKHNY3MIB0,df1691966e786,1541125188,354,interaction item image,57077,US,"Valdosta, USA",desktop,,,
D94YSW1AMRVH,31da58b571056,1541348441,24,interaction item image,1319616,TR,"Kemer, Turkey",mobile,,,
EVQLA9OIX3EE,5fd88af7a0bf2,1541322803,2,search for poi,Monaco-Ville le Rocher,FR,"Monaco/ Monte Carlo, Monaco",mobile,,,
11VYHS0W0Y7J,ad52f2f480b77,1541269653,13,interaction item image,3374339,AR,"Porto de Galinhas, Brazil",mobile,,,
42TZCXGUXE2D,725ab6b9e473f,1541519585,286,interaction item image,104661,BR,"Porto Seguro, Brazil",mobile,,,
ZDQSAH59Q9NF,028d655f0225a,1541447523,26,interaction item image,1995187,CH,"Entlebuch, Switzerland",mobile,,,
KYOE8LAR687R,6abcfee81b045,1541328168,4,clickout item,1661003,IT,"Bolzano, Italy",mobile,Sort By Popularity,8774118|7093936|2557176|22949|1378184|1661003|22957|138930|924993|108171|108584|1453207|725921|965019|1824635|467346|2384277|1336922|1111683|2176524|121022|4019058|129992|467341|125539,250|257|320|220|214|144|234|170|270|154|211|140|357|152|233|134|115|200|110|188|184|140|215|112|276
34BOLML77ATK,191a7f83164b6,1541543857,63,interaction item image,37527,ES,"Istanbul, Turkey",tablet,,,
CO82SWDQ3MKK,e768698993611,1541037104,89,interaction item image,5432116,TW,"Tainan, Taiwan",desktop,,,
5J8X79HXE2BS,eec282e40d6cc,1541504152,17,search for poi,Edinburgh Zoo,UK,"Edinburgh, United Kingdom",mobile,Focus on Distance,,
S43VDN9X47ZY,8728f27f6c2ce,1541508061,8,interaction item image,15898,NO,"Playa Blanca, Spain",desktop,,,
VDFE4T0GK16V,1db2e6b8ffff5,1541437034,53,interaction item image,2713982,HK,"Taipei City, Taiwan",desktop,,,
9OOH0QUGN238,780822dbb97f5,1541370375,191,interaction item image,67361,AR,"Lake Buena Vista, USA",desktop,,,
AXJQOK7VMMQ2,a4ea09ca8726f,1541101940,35,interaction item image,12001,FR,"Paris, France",mobile,,,
7M4P04E30C12,c2ee3797317cd,1541188933,275,interaction item image,34448,CA,"Cancun, Mexico",mobile,,,
YU73UPOQJLDO,a5944e709c4bf,1541085433,34,interaction item image,2344168,BR,"Porto Seguro, Brazil",desktop,,,
SWC77JGYYVB2,936779bd63aed,1541069939,123,interaction item image,2226970,PH,"Cebu City, Philippines",mobile,,,
9NQZ03HI1BH5,3fde1a9fa60cc,1541103117,57,interaction item image,464676,DE,"Augsburg, Germany",desktop,,,
08MUXNPHLRYK,047295405b245,1541358170,39,interaction item image,165006,UK,"Málaga, Spain",tablet,,,
OQ12UVP9Z8YB,6930ebdd8be4a,1541423840,30,interaction item image,2781849,JP,"Beppu, Japan",desktop,,,
BC3QC3LVJCO2,4473a23031913,1541449207,66,interaction item image,8976910,BR,"Paraty, Brazil",mobile,,,
TVV7YX1Q06LX,a5d1ca9c0f148,1541369162,16,clickout item,349496,NZ,"Auckland, New Zealand",desktop,Car Park|Sort By Popularity,120992|136812|98798|960857|98808|98817|98812|349496|4631854|98824|98790|3135517|349541|386421|392236|1077356|349456|98791|98810|1105386|122775|2154120|98806|7830138|151883,178|192|165|104|163|174|94|99|105|104|146|105|117|117|131|128|93|177|116|116|98|120|114|174|104
ZBN25XE049VS,1e19b5c897e3a,1541266134,156,interaction item image,5719674,MX,"Valladolid, Mexico",mobile,,,
S7FUERP8N60W,ef48ed4135de2,1541526377,15,interaction item image,2594024,SE,"Málaga, Spain",mobile,,,
R4Q5G6E6W159,d5c30a13e364d,1541479874,36,interaction item image,68545,US,"Miami Beach, USA",desktop,,,
XWQ4S2PFIBPQ,567234eba2fbd,1541296562,9,interaction item image,2784325,MY,"Port Dickson, Malaysia",desktop,,,
OBTXY8DPLRSB,f586c34d42a59,1541436464,1,clickout item,5467404,TW,"Tainan, Taiwan",mobile,,5467404|836516|971937|955063|1056374|796451|3365314|8878248|4357174|6720422|796456|6538244|3759744|955061|9234238|10120312|1923113|4487984|955059|2905476|836426|9190584|3498834|1334274|2795683,142|249|151|132|117|131|187|160|157|81|77|117|108|79|72|61|68|66|70|266|82|259|106|116|73
X4RVAPHRT5R5,d48b34a4d03e5,1541455020,10,interaction item image,477836,BR,"Foz do Iguaçu, Brazil",mobile,,,
TKVN1SEZA73X,08b254d1651ea,1541343463,180,filter selection,5 Star,AU,"Kuta, Indonesia",desktop,5 Star|Hotel|Motel|Resort|Hostal (ES)|4 Star,,
5KP8DJ6WXC9L,b372a52e120a6,1541519274,91,interaction item image,34435,AR,"Cancun, Mexico",desktop,,,
FB9NT2WR28UR,f9e662bca0dac,1541197202,235,interaction item image,56981,US,"Lake Buena Vista, USA",mobile,,,
B2721WWPI352,71ce1ab4f7967,1541368618,48,interaction item image,1245748,CO,"Bogotá, Colombia",desktop,,,
0NHMTXZ21POU,305be68d42c51,1541511773,38,interaction item image,358791,UK,"Napa, USA",desktop,,,
10VNPHSB2R04,011775164d774,1541120557,55,interaction item image,5829366,MX,"Tijuana, Mexico",desktop,,,
CG5RZCP9O6ME,e48006a8b92d0,1541145291,14,filter selection,Free WiFi (Combined),AU,"Perth, Australia",desktop,Sort by Price,,
230CZ1YP9Z83,536691e35d169,1541442805,16,interaction item image,2020331,BR,"João Pessoa, Brazil",mobile,,,
A2T3X8GMQJW0,f61f56176c196,1541038398,31,interaction item image,20264,DE,"Milan, Italy",mobile,,,
18T77FIOK51L,9623972506c18,1541397179,81,interaction item image,3154877,AU,"Melbourne, Australia",desktop,,,
MJ4OF38VD402,cfc923e37c43a,1541399876,1,search for destination,"Portaria, Greece",GR,"Portaria, Greece",mobile,,,
OX5VTUU5M3KP,9f5ae091579cf,1541418567,6,interaction item image,1245645,IT,"Madesimo, Italy",desktop,,,
8NYHO62THZ26,c48c9065c9a41,1541458125,14,filter selection,Hostal (ES),ES,"Barcelona, Spain",mobile,Hostal (ES)|Hotel|Resort,,
9TW5XN9R1NXK,c70f287d0edf0,1541057576,110,interaction item image,22645,IT,"Genoa, Italy",tablet,,,
D3TOW9Q8QH0D,ad26c27ec7d86,1541465865,28,interaction item image,57200,US,"Honolulu, USA",desktop,,,
5J6G22SY39FS,5ce3f36c30c8d,1541373894,55,interaction item image,2326194,BR,"Maceió, Brazil",mobile,,,
XMW87KJYU8KK,42cd0c3d7073f,1541391934,154,change of sort order,interaction sort button,US,"Los Angeles, USA",desktop,,,
90GD6D13JCBO,f145fd41d7230,1541293652,17,interaction item image,1693297,PT,"Paris, France",mobile,,,
DC5WVHT91JSD,8ce1a723a8733,1541138000,1,search for destination,"Hadong, South Korea",KR,"Hadong, South Korea",desktop,,,
01AI6GIO2EZD,eea332849d8c1,1541433637,33,interaction item image,11373,FR,"Avignon, France",tablet,,,
QMJVM3QVVOB2,cec3b1eb34467,1541281657,86,interaction item image,80531,TH,"Bangkok, Thailand",mobile,,,
0DKLO50F1IYF,ef1935bb66ea0,1541216510,17,interaction item image,218596,AU,"Wollongong, Australia",mobile,,,
3GNJODZIDJRF,582caf646a03e,1541366734,17,interaction item image,137194,BR,"Buenos Aires, Argentina",desktop,,,
YUD6PHBP04AW,2ed1ffe829bd4,1541429567,27,interaction item image,2673658,MX,"Culiacan, Mexico",mobile,,,
ZZIDG254AFA1,1f43e3669944e,1541035430,95,interaction item image,1227686,US,"Paradise Island  City, Bahamas",desktop,,,
