item_id,properties
1556437,Hotel Bar|Satisfactory Rating|Very Good Rating|Television|Business Hotel|Shower|Hairdryer|Beach|From 3 Stars|Good Rating|Radio|Family Friendly|Bed & Breakfast|Openable Windows|From 2 Stars|Electric Kettle|Non-Smoking Rooms|Car Park|Excellent Rating|Central Heating
1558133,Air Conditioning|Satisfactory Rating|Very Good Rating|Television|Shower|Hairdryer|Beach|Good Rating|Bed & Breakfast|Desk|Openable Windows|Non-Smoking Rooms|Car Park|Pet Friendly|WiFi (Rooms)|Central Heating
1558243,Satellite TV|Reception (24/7)|Air Conditioning|Adults Only|Satisfactory Rating|Room Service|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Cot|Hairdryer|Beach|Good Rating|Bed & Breakfast|Openable Windows|Bike Rental|Non-Smoking Rooms|Car Park|Singles|Central Heating
1564105,Sitting Area (Rooms)|Satisfactory Rating|Hiking Trail|Very Good Rating|Shower|Ski Resort|Good Rating|Skiing|Desk|Openable Windows|Electric Kettle|House / Apartment|Self Catering|Car Park|Fridge|Central Heating
1566107,Sailing|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Minigolf|Shower|Microwave|Beach|Good Rating|WiFi (Public Areas)|Openable Windows|Free WiFi (Combined)|Tennis Court|Boat Rental|Electric Kettle|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Fitness|Pet Friendly|Volleyball|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Central Heating
1569917,Hotel|Reception (24/7)|Wheelchair Accessible|Hotel Bar|Bathtub|Satisfactory Rating|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Cot|Hairdryer|From 3 Stars|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Restaurant|Free WiFi (Combined)|Romantic|From 2 Stars|3 Star|Electric Kettle|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
1571941,Hotel|Air Conditioning|Cable TV|Terrace (Hotel)|Television|Shower|From 3 Stars|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|From 2 Stars|3 Star|Free WiFi (Rooms)|Car Park|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
1572713,Golf Course|Airport Shuttle|Safe (Hotel)|Telephone|Convenience Store|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|2 Star|Bathtub|Satisfactory Rating|Very Good Rating|Television|Business Hotel|Shower|Microwave|Cot|Gym|Hairdryer|Casino (Hotel)|Good Rating|Radio|Deck Chairs|Family Friendly|Desk|WiFi (Public Areas)|Express Check-In / Check-Out|Laundry Service|Ironing Board|Romantic|From 2 Stars|Business Centre|Conference Rooms|Electric Kettle|Non-Smoking Rooms|Car Park|Safe (Rooms)|Swimming Pool (Indoor)|Excellent Rating|Computer with Internet|Pet Friendly|Fridge|Serviced Apartment|Swimming Pool (Combined Filter)|Washing Machine|Lift|Central Heating
1572755,Golf Course|Airport Shuttle|Safe (Hotel)|Telephone|Hotel|Convenience Store|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Luxury Hotel|Towels|Very Good Rating|Television|Business Hotel|Shower|Microwave|Cot|Gym|Hairdryer|From 3 Stars|Good Rating|Radio|Deck Chairs|Family Friendly|Desk|WiFi (Public Areas)|Express Check-In / Check-Out|Restaurant|Laundry Service|Ironing Board|Romantic|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Non-Smoking Rooms|Car Park|Swimming Pool (Indoor)|Jacuzzi (Hotel)|Large Groups|Excellent Rating|Computer with Internet|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Washing Machine|Lift|Central Heating
1578379,Sailing|Diving|Telephone|Sitting Area (Rooms)|Air Conditioning|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Direct beach access|Shower|Beach|Good Rating|Organised Activities|Table Tennis|Deck Chairs|Surfing|Openable Windows|Restaurant|Boat Rental|Bike Rental|Self Catering|Car Park|Beach Bar|Pet Friendly|Volleyball|Fridge|Serviced Apartment|Central Heating
1579211,Airport Shuttle|Reception (24/7)|Air Conditioning|Sun Umbrellas|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Shower|Hairdryer|Hypoallergenic Bedding|From 3 Stars|Good Rating|Bed & Breakfast|Balcony|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|Tennis Court|From 2 Stars|Halal Food|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Excellent Rating|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
1580499,Satellite TV|Airport Shuttle|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Cable TV|Bathtub|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Hairdryer|From 3 Stars|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Free WiFi (Combined)|From 2 Stars|Conference Rooms|3 Star|Electric Kettle|Porter|Free WiFi (Rooms)|Car Park|Concierge|Safe (Rooms)|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
1584155,Satellite TV|Cosmetic Mirror|Telephone|Hotel|Air Conditioning|Bathtub|Television|Business Hotel|Shower|Hairdryer|From 3 Stars|Convention Hotel|Desk|Restaurant|Laundry Service|Ironing Board|Gay-friendly|From 2 Stars|Business Centre|Conference Rooms|3 Star|Electric Kettle|Car Park|Large Groups|Singles|Fridge|WiFi (Rooms)|Washing Machine|Lift|Central Heating
1584627,Resort|Airport Shuttle|Telephone|Reception (24/7)|Air Conditioning|Cable TV|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Swimming Pool (Outdoor)|Hairdryer|From 3 Stars|Good Rating|4 Star|Deck Chairs|Family Friendly|Room Service (24/7)|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Ironing Board|Free WiFi (Combined)|From 2 Stars|Business Centre|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
1585781,Airport Shuttle|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Reception (24/7)|Air Conditioning|Cable TV|Massage|Satisfactory Rating|Room Service|Luxury Hotel|Television|Business Hotel|Shower|Good Rating|Family Friendly|Room Service (24/7)|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|From 2 Stars|Halal Food|Conference Rooms|3 Star|Electric Kettle|Porter|Free WiFi (Rooms)|Playground|Car Park|Concierge|Flatscreen TV|Honeymoon|Large Groups|Computer with Internet|WiFi (Rooms)|Free WiFi (Public Areas)|Lift
1588133,Sailing|Sun Umbrellas|Satisfactory Rating|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Guest House|Shower|Beach|Good Rating|Deck Chairs|Tennis Court (Indoor)|Openable Windows|Express Check-In / Check-Out|Tennis Court|Electric Kettle|Self Catering|Non-Smoking Rooms|Car Park|Fitness|Fridge|WiFi (Rooms)|Lift|Central Heating
1591689,Golf Course|Sitting Area (Rooms)|Country Hotel|Satisfactory Rating|Terrace (Hotel)|Camping Site|Television|Shower|Microwave|Hairdryer|Good Rating|Radio|Family Friendly|WiFi (Public Areas)|Openable Windows|Bungalows|Ironing Board|Free WiFi (Combined)|Electric Kettle|Self Catering|Non-Smoking Rooms|Car Park|Concierge|Computer with Internet|Fridge|Free WiFi (Public Areas)|Washing Machine|Central Heating
1596937,Satellite TV|Safe (Hotel)|Hotel|Reception (24/7)|Wheelchair Accessible|Air Conditioning|2 Star|Satisfactory Rating|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Free WiFi (Combined)|From 2 Stars|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Large Groups|Singles|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
1597169,Golf Course|Airport Shuttle|Safe (Hotel)|Telephone|Hotel|Senior Travellers|Sitting Area (Rooms)|Wheelchair Accessible|Cable TV|Sun Umbrellas|Massage|Hotel Bar|Bathtub|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Minigolf|Business Hotel|Shower|Spa Hotel|Cot|Gym|Hairdryer|Ski Resort|Health Retreat|From 3 Stars|Good Rating|Table Tennis|Family Friendly|Desk|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Spa (Wellness Facility)|Restaurant|Free WiFi (Combined)|Gay-friendly|From 2 Stars|Solarium|3 Star|Sauna|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Fitness|Flatscreen TV|Doctor On-Site|Body Treatments|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Lift|Central Heating
1597961,Satellite TV|Sun Umbrellas|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Television|Shower|Microwave|Cot|Ski Resort|Good Rating|Table Tennis|Deck Chairs|Skiing|WiFi (Public Areas)|Openable Windows|Tennis Court|Electric Kettle|House / Apartment|Bike Rental|Self Catering|Non-Smoking Rooms|Playground|Car Park|Concierge|Large Groups|Singles|Pet Friendly|Fridge|WiFi (Rooms)|Central Heating
1600971,Telephone|Sitting Area (Rooms)|Wheelchair Accessible|Cable TV|Bathtub|Satisfactory Rating|Hiking Trail|Television|Shower|Cot|Hairdryer|From 3 Stars|Good Rating|Bed & Breakfast|Desk|Balcony|WiFi (Public Areas)|Openable Windows|Ironing Board|Free WiFi (Combined)|From 2 Stars|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Computer with Internet|WiFi (Rooms)|Central Heating
1602663,Sitting Area (Rooms)|Air Conditioning|Cable TV|Sun Umbrellas|Massage|Bathtub|Towels|Television|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Radio|Deck Chairs|Desk|WiFi (Public Areas)|Openable Windows|Laundry Service|Electric Kettle|House / Apartment|Self Catering|Non-Smoking Rooms|Car Park|Concierge|Safe (Rooms)|Fan|Childcare|Computer with Internet|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Washing Machine|Central Heating
1611179,Country Hotel|Satisfactory Rating|Room Service|Hiking Trail|Terrace (Hotel)|Very Good Rating|Shower|Cot|Hairdryer|Ski Resort|Good Rating|Casa Rural (ES)|Balcony|WiFi (Public Areas)|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Central Heating
1611843,Hotel|Convenience Store|Country Hotel|Sun Umbrellas|Hotel Bar|Satisfactory Rating|Terrace (Hotel)|Television|Shower|Good Rating|Openable Windows|Restaurant|Laundry Service|3 Star|Fan|Pet Friendly|Central Heating
1612051,Sitting Area (Rooms)|Reception (24/7)|Country Hotel|Bathtub|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Microwave|Cot|Hairdryer|Good Rating|Family Friendly|Desk|WiFi (Public Areas)|Horse Riding|Openable Windows|Free WiFi (Combined)|Sauna|Electric Kettle|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Playground|Car Park|Jacuzzi (Hotel)|Pet Friendly|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
1615915,Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Country Hotel|Sun Umbrellas|Bathtub|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Television|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Hairdryer|Accessible Parking|Good Rating|Casa Rural (ES)|Deck Chairs|Balcony|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Bungalows|Laundry Service|Free WiFi (Combined)|Tennis Court|Gay-friendly|From 2 Stars|Self Catering|Non-Smoking Rooms|Car Park|Fan|Large Groups|Pet Friendly|Fridge|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)
1616793,Safe (Hotel)|Convenience Store|Sitting Area (Rooms)|Air Conditioning|Country Hotel|Swimming Pool (Bar)|Hotel Bar|Pool Table|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Camping Site|Television|Minigolf|Business Hotel|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Good Rating|Organised Activities|Table Tennis|Deck Chairs|Family Friendly|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Bungalows|Laundry Service|Electric Kettle|Kids' Club|Bike Rental|Self Catering|Non-Smoking Rooms|Playground|Car Park|Computer with Internet|Volleyball|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)|Washing Machine|Central Heating
1618435,Satellite TV|Diving|Sitting Area (Rooms)|Country Hotel|Sun Umbrellas|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Swimming Pool (Outdoor)|Cot|Hairdryer|Beach|Good Rating|Radio|Deck Chairs|Balcony|Surfing|Openable Windows|Free WiFi (Combined)|House / Apartment|Bike Rental|Self Catering|Free WiFi (Rooms)|Car Park|Flatscreen TV|Excellent Rating|Fridge|WiFi (Rooms)|Swimming Pool (Combined Filter)
1621929,Cosmetic Mirror|Telephone|Air Conditioning|Country Hotel|Sun Umbrellas|Massage|Bathtub|Satisfactory Rating|Room Service|Hydrotherapy|Luxury Hotel|Very Good Rating|Television|Business Hotel|Shower|Steam Room|Spa Hotel|Microwave|Swimming Pool (Outdoor)|Hairdryer|Beauty Salon|Convention Hotel|Good Rating|4 Star|Deck Chairs|Family Friendly|WiFi (Public Areas)|Hot Stone Massage|Openable Windows|Spa (Wellness Facility)|Restaurant|Ironing Board|Romantic|Conference Rooms|Electric Kettle|House / Apartment|Non-Smoking Rooms|Car Park|Safe (Rooms)|Excellent Rating|Body Treatments|Computer with Internet|Swimming Pool (Combined Filter)
1625665,Sitting Area (Rooms)|Hotel Bar|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Good Rating|Skiing|Bed & Breakfast|Openable Windows|Restaurant|Tennis Court|Bowling|Bike Rental|Car Park|Excellent Rating|Pet Friendly|Central Heating
1625873,Satellite TV|Golf Course|Resort|Telephone|Convenience Store|Sitting Area (Rooms)|On-Site Boutique Shopping|Reception (24/7)|Massage|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Television|Shower|Cot|Gym|From 3 Stars|Good Rating|Organised Activities|Table Tennis|Room Service (24/7)|Tennis Court (Indoor)|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|From 2 Stars|Business Centre|Conference Rooms|Electric Kettle|Accessible Hotel|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Eco-Friendly hotel|Car Park|Safe (Rooms)|Fitness|Fan|Doctor On-Site|Childcare|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
1627875,Sitting Area (Rooms)|Air Conditioning|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Television|Shower|Microwave|Swimming Pool (Outdoor)|Good Rating|WiFi (Public Areas)|Openable Windows|Free WiFi (Combined)|House / Apartment|Self Catering|Free WiFi (Rooms)|Playground|Car Park|Excellent Rating|Pet Friendly|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Lift
1628493,Satellite TV|Cosmetic Mirror|Country Hotel|Hotel Bar|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Cot|Hairdryer|Good Rating|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|House / Apartment|Playground|WiFi (Rooms)|Central Heating
1632663,Diving|Reception (24/7)|Satisfactory Rating|Television|Beach|Good Rating|Bed & Breakfast|Desk|WiFi (Public Areas)|Surfing|Openable Windows|Free WiFi (Combined)|Boat Rental|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Safe (Rooms)|Fan|Computer with Internet|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Central Heating
1633781,Satellite TV|Golf Course|Sailing|Hotel|Sitting Area (Rooms)|Hotel Bar|Hiking Trail|Terrace (Hotel)|Television|Minigolf|Shower|Cot|Hairdryer|Radio|Desk|WiFi (Public Areas)|Horse Riding|Surfing|Openable Windows|Ironing Board|Free WiFi (Combined)|Boat Rental|Conference Rooms|3 Star|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Computer with Internet|Pet Friendly|Volleyball|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
1638867,Satellite TV|Sailing|Airport Shuttle|Cosmetic Mirror|Safe (Hotel)|Telephone|Sitting Area (Rooms)|Wheelchair Accessible|Air Conditioning|Cable TV|Hotel Bar|Satisfactory Rating|Room Service|Terrace (Hotel)|Very Good Rating|Television|Shower|Microwave|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Beach|Good Rating|Desk|Tennis Court (Indoor)|Balcony|WiFi (Public Areas)|Horse Riding|Surfing|Openable Windows|Laundry Service|Ironing Board|Free WiFi (Combined)|Tennis Court|Solarium|Accessible Hotel|Bike Rental|Self Catering|Free WiFi (Rooms)|Car Park|Concierge|Safe (Rooms)|Fitness|Flatscreen TV|Excellent Rating|Childcare|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Serviced Apartment|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Washing Machine|Lift|Central Heating
1640021,Satellite TV|Telephone|Hotel|Senior Travellers|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Massage|Hotel Bar|Satisfactory Rating|Very Good Rating|Television|Shower|Spa Hotel|Gym|Hairdryer|Ski Resort|Convention Hotel|Good Rating|Desk|WiFi (Public Areas)|Spa (Wellness Facility)|Ironing Board|Free WiFi (Combined)|Business Centre|Conference Rooms|3 Star|Sauna|Electric Kettle|Free WiFi (Rooms)|Car Park|Safe (Rooms)|Fitness|Jacuzzi (Hotel)|Large Groups|Body Treatments|Computer with Internet|Fridge|WiFi (Rooms)
1645999,Golf Course|Sitting Area (Rooms)|Bathtub|Satisfactory Rating|Hiking Trail|Theme Hotel|Television|Microwave|Cot|Hairdryer|Ski Resort|Skiing|Horse Riding|Electric Kettle|Self Catering|Car Park|Computer with Internet|Fridge|Serviced Apartment|Washing Machine|Lift|Central Heating
1648869,Satellite TV|Telephone|Hotel|Convenience Store|Reception (24/7)|Cable TV|Hotel Bar|2 Star|Bathtub|Luxury Hotel|Terrace (Hotel)|Television|Business Hotel|Shower|Hairdryer|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Restaurant|From 2 Stars|Car Park|Computer with Internet|WiFi (Rooms)|Central Heating
1652113,Satellite TV|Sailing|Diving|Safe (Hotel)|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Hotel Bar|Bathtub|Television|Shower|Microwave|Swimming Pool (Outdoor)|Beach|Table Tennis|Balcony|WiFi (Public Areas)|Surfing|Openable Windows|Restaurant|Free WiFi (Combined)|Tennis Court|Boat Rental|Bowling|Electric Kettle|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Safe (Rooms)|Large Groups|Computer with Internet|Pet Friendly|Fridge|WiFi (Rooms)|Serviced Apartment|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift
1653367,Satellite TV|Sitting Area (Rooms)|Wheelchair Accessible|Air Conditioning|Cable TV|Bathtub|Satisfactory Rating|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Shower|Microwave|Cot|Hairdryer|Good Rating|Family Friendly|Desk|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Express Check-In / Check-Out|Laundry Service|Ironing Board|Free WiFi (Combined)|Romantic|Electric Kettle|Accessible Hotel|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Fitness|Flatscreen TV|Excellent Rating|Fridge|WiFi (Rooms)|Serviced Apartment|Free WiFi (Public Areas)|Washing Machine|Central Heating
1655951,Satellite TV|Cosmetic Mirror|Sitting Area (Rooms)|Country Hotel|Sun Umbrellas|Satisfactory Rating|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Minigolf|Business Hotel|Shower|Cot|Beach|From 3 Stars|Good Rating|Deck Chairs|Balcony|WiFi (Public Areas)|Horse Riding|Openable Windows|Bungalows|Ironing Board|Free WiFi (Combined)|From 2 Stars|Electric Kettle|Bike Rental|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Flatscreen TV|Large Groups|Singles|Excellent Rating|Pet Friendly|Fridge|WiFi (Rooms)|Serviced Apartment|Free WiFi (Public Areas)|Washing Machine|Central Heating
1660723,Diving|Hotel|Massage|2 Star|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Business Hotel|Direct beach access|Shower|Beach|Family Friendly|Openable Windows|Restaurant|Bungalows|Boat Rental|Non-Smoking Rooms|Car Park|Fan
1668533,Bed & Breakfast|Pet Friendly
1669253,Satellite TV|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Country Hotel|Satisfactory Rating|Room Service|Very Good Rating|Television|Shower|Microwave|Ski Resort|Good Rating|Skiing|Openable Windows|House / Apartment|Self Catering|Car Park|Safe (Rooms)|Pet Friendly|Fridge|WiFi (Rooms)|Central Heating
1670333,Hotel|Satisfactory Rating|Hiking Trail|Very Good Rating|Television|Shower|Good Rating|WiFi (Public Areas)|Horse Riding|Openable Windows|Restaurant|Tennis Court|Car Park|Pet Friendly|WiFi (Rooms)|Central Heating
1675047,Satellite TV|Diving|Cosmetic Mirror|Telephone|Hotel|All Inclusive (Upon Inquiry)|Convenience Store|On-Site Boutique Shopping|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Swimming Pool (Bar)|Sun Umbrellas|Hotel Bar|5 Star|Satisfactory Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Television|Business Hotel|Direct beach access|Shower|Steam Room|Swimming Pool (Outdoor)|Cot|Gym|Hairdryer|Nightclub|Beach|Beauty Salon|From 3 Stars|Good Rating|From 4 Stars|Organised Activities|Table Tennis|Deck Chairs|Family Friendly|Room Service (24/7)|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Spa (Wellness Facility)|Laundry Service|Free WiFi (Combined)|Tennis Court|Romantic|From 2 Stars|Business Centre|Halal Food|Conference Rooms|Sauna|Kids' Club|Free WiFi (Rooms)|Non-Smoking Rooms|Playground|Car Park|Concierge|Beach Bar|Large Groups|Hairdresser|Excellent Rating|Childcare|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Central Heating
1675515,Golf Course|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Wheelchair Accessible|Massage|Hotel Bar|Satisfactory Rating|Room Service|Hiking Trail|Terrace (Hotel)|Very Good Rating|Television|Shower|Cot|Hairdryer|Accessible Parking|From 3 Stars|Good Rating|Radio|4 Star|From 4 Stars|Deck Chairs|Family Friendly|Desk|Tennis Court (Indoor)|Balcony|WiFi (Public Areas)|Openable Windows|Spa (Wellness Facility)|Restaurant|Laundry Service|Free WiFi (Combined)|From 2 Stars|Solarium|Conference Rooms|Sauna|Accessible Hotel|Porter|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Safe (Rooms)|Swimming Pool (Indoor)|Excellent Rating|Pet Friendly|WiFi (Rooms)|Swimming Pool (Combined Filter)|Free WiFi (Public Areas)|Lift|Central Heating
1683893,Cosmetic Mirror|Telephone|Hotel|Sitting Area (Rooms)|Country Hotel|Shooting Sports|Cable TV|Massage|Hotel Bar|Pool Table|Satisfactory Rating|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Business Hotel|Shower|Hairdryer|Ski Resort|From 3 Stars|Good Rating|Table Tennis|Family Friendly|Desk|WiFi (Public Areas)|Horse Riding|Hot Stone Massage|Openable Windows|Restaurant|Laundry Service|Free WiFi (Combined)|Gay-friendly|From 2 Stars|Bowling|Conference Rooms|3 Star|Sauna|Bike Rental|Free WiFi (Rooms)|Non-Smoking Rooms|Car Park|Flatscreen TV|Large Groups|Body Treatments|Computer with Internet|Pet Friendly|WiFi (Rooms)|Free WiFi (Public Areas)|Central Heating
1685303,Satellite TV|Golf Course|Cosmetic Mirror|Safe (Hotel)|Telephone|Hotel|Convenience Store|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Hypoallergenic Rooms|Hotel Bar|Satisfactory Rating|Room Service|Hiking Trail|Luxury Hotel|Terrace (Hotel)|Very Good Rating|Business Hotel|Shower|Cot|Hairdryer|Beach|From 3 Stars|Convention Hotel|Good Rating|4 Star|From 4 Stars|Organised Activities|Family Friendly|Desk|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Restaurant|Laundry Service|Gay-friendly|From 2 Stars|Business Centre|Conference Rooms|Non-Smoking Rooms|Car Park|Safe (Rooms)|Excellent Rating|Computer with Internet|Pet Friendly|WiFi (Rooms)|Lift|Central Heating
1685463,Airport Shuttle|Safe (Hotel)|Telephone|Hotel|Sitting Area (Rooms)|Reception (24/7)|Wheelchair Accessible|Air Conditioning|Sun Umbrellas|Massage|Hotel Bar|Satisfactory Rating|Room Service|Luxury Hotel|Terrace (Hotel)|Towels|Very Good Rating|Television|Direct beach access|Shower|Cot|Hairdryer|Beach|Accessible Parking|From 3 Stars|Good Rating|Organised Activities|Deck Chairs|Family Friendly|Room Service (24/7)|Desk|Balcony|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Restaurant|Bungalows|Laundry Service|Free WiFi (Combined)|Tennis Court|Gay-friendly|From 2 Stars|3 Star|Electric Kettle|Accessible Hotel|Porter|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Eco-Friendly hotel|Car Park|Concierge|Safe (Rooms)|Flatscreen TV|Singles|Excellent Rating|Body Treatments|Childcare|Computer with Internet|Pet Friendly|Volleyball|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Central Heating
1689163,Satellite TV|Cosmetic Mirror|Safe (Hotel)|Senior Travellers|Sitting Area (Rooms)|Reception (24/7)|Air Conditioning|Country Hotel|Hypoallergenic Rooms|Cable TV|Hotel Bar|Adults Only|Bathtub|Satisfactory Rating|Room Service|Theme Hotel|Terrace (Hotel)|Very Good Rating|Television|Shower|Cot|Hairdryer|Good Rating|Deck Chairs|Bed & Breakfast|Desk|WiFi (Public Areas)|Openable Windows|Express Check-In / Check-Out|Restaurant|Laundry Service|Free WiFi (Combined)|Electric Kettle|Self Catering|Free WiFi (Rooms)|Non-Smoking Rooms|Concierge|Computer with Internet|Fridge|WiFi (Rooms)|Free WiFi (Public Areas)|Washing Machine|Central Heating
